cohort,method,horizon,hours,rmse,persistence_rmse,relative_rmse
sepsis,single_gaussian_grud,10.0,40.0,1.4036593039830525,1.073682188987732,1.307332205358108
shock,categorical_rssm,1.0,4.0,0.8408288558324178,0.9491375088691713,0.8858872902770482
shock,categorical_rssm,2.0,8.0,0.8848657806714376,0.9990647435188292,0.8856941318485839
shock,categorical_rssm,3.0,12.0,0.9308175245920817,1.0431914329528809,0.8922787277473022
shock,categorical_rssm,4.0,16.0,0.9600468476613363,1.0621092319488523,0.9039059437415463
shock,categorical_rssm,5.0,20.0,0.9935870965321859,1.0755211114883425,0.9238192406629996
shock,categorical_rssm,6.0,24.0,1.0247897307078044,1.0983271598815918,0.9330459703994616
shock,categorical_rssm,7.0,28.0,1.0522762537002563,1.104308843612671,0.9528822120610811
shock,categorical_rssm,8.0,32.0,1.0885955095291138,1.121934175491333,0.9702846506591003
shock,categorical_rssm,9.0,36.0,1.1375019550323486,1.146150827407837,0.9924539840929585
shock,categorical_rssm,10.0,40.0,1.184669295946757,1.152491569519043,1.0279201403973328
shock,causal_transformer,1.0,4.0,0.7803755203882853,0.9491375088691713,0.8221943744674535
shock,causal_transformer,2.0,8.0,0.8202901283899943,0.9990647435188292,0.8210580282323159
shock,causal_transformer,3.0,12.0,0.8744604786237081,1.0431914329528809,0.8382550421723085
