profile,environment_seed,forecast_horizon,entrant_id,observed_target_count,rmse,mae,distribution_available,status,crps,coverage90,coverage_error90,width90,mace
heart_failure,171903,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171903,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171903,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171903,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,1,locf_gaussian_reference,30076,1.335347837639684,1.0657636055468422,True,numeric_one_step,0.7988876675846533,0.6458638116770847,0.2541361883229153,2.467280440427209,0.2541361883229153
heart_failure,171904,2,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,3,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,4,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,5,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,6,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,7,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171904,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,1,locf_gaussian_reference,30533,1.3408225048002138,1.0688451745652872,True,numeric_one_step,0.8020453391846338,0.6439262437362854,0.25607375626371465,2.4672804404272086,0.25607375626371465
heart_failure,171905,2,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,3,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,4,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,5,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,6,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,7,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171905,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,1,locf_gaussian_reference,30118,1.3382217871063968,1.0667554109146222,True,numeric_one_step,0.8000266622862043,0.644963144963145,0.255036855036855,2.4672804404272086,0.255036855036855
heart_failure,171906,2,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,3,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,4,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,5,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,6,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,7,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171906,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,1,locf_gaussian_reference,29119,1.3478086892838284,1.0729975935386054,True,numeric_one_step,0.8057844328126091,0.6416772554002541,0.2583227445997459,2.467280440427209,0.2583227445997459
heart_failure,171907,2,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,3,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,4,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,5,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,6,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,7,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171907,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,1,locf_gaussian_reference,28712,1.3413269875474612,1.070846521717484,True,numeric_one_step,0.8036783288572145,0.6417177486765115,0.2582822513234885,2.467280440427209,0.2582822513234885
heart_failure,171908,2,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,3,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,4,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,5,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,6,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,7,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,8,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,9,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,10,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
heart_failure,171908,11,locf_gaussian_reference,na,,,True,structural_na_transition_only_no_observation_process_rollout,,,,,
