cohort,method,seed,horizon_step,horizon_hours,rmse,mae,observed_cells,logged_action_recursive_rollout
sepsis,grud_world_model,3414,10,40,1.0265252351434144,0.7911533728024756,6925,True
sepsis,grud_world_model,3414,11,44,1.0596904155080042,0.8116479973872017,7151,True
sepsis,transformer_world_model,3408,1,4,0.7535076130014008,0.5038541048107829,9058,True
sepsis,transformer_world_model,3408,2,8,0.8239882976778291,0.5844727690878981,8849,True
sepsis,transformer_world_model,3408,3,12,0.9990624333534764,0.7410598448418922,8494,True
sepsis,transformer_world_model,3408,4,16,1.2081830936763478,0.9171932746449324,8224,True
sepsis,transformer_world_model,3408,5,20,1.4056325735475794,1.1105057067662636,8329,True
sepsis,transformer_world_model,3408,6,24,1.6668112285669454,1.346109186567997,8098,True
sepsis,transformer_world_model,3408,7,28,1.9480134686327637,1.5935947912713333,7527,True
sepsis,transformer_world_model,3408,8,32,2.197871331050176,1.8035074892511125,7737,True
sepsis,transformer_world_model,3408,9,36,2.495337216180511,2.0599805816611965,7014,True
sepsis,transformer_world_model,3408,10,40,2.7781536351939407,2.297546283467325,6925,True
sepsis,transformer_world_model,3408,11,44,3.036310718424024,2.494372203866184,7151,True
sepsis,transformer_world_model,3411,1,4,0.7624112039188573,0.5082009621416114,9058,True
sepsis,transformer_world_model,3411,2,8,0.8313246655086178,0.589180570249487,8849,True
sepsis,transformer_world_model,3411,3,12,1.0045936275904666,0.7430026346358591,8494,True
sepsis,transformer_world_model,3411,4,16,1.2161007897122438,0.9227508948226806,8224,True
sepsis,transformer_world_model,3411,5,20,1.4195905330975624,1.1217331582087429,8329,True
sepsis,transformer_world_model,3411,6,24,1.657030720455441,1.342861747825382,8098,True
sepsis,transformer_world_model,3411,7,28,1.934214509414136,1.595947016523873,7527,True
sepsis,transformer_world_model,3411,8,32,2.1830700858359955,1.8075115092278888,7737,True
sepsis,transformer_world_model,3411,9,36,2.471146063914406,2.06923082088068,7014,True
sepsis,transformer_world_model,3411,10,40,2.741871282396636,2.30063116297004,6925,True
sepsis,transformer_world_model,3411,11,44,3.0119305173247706,2.5208564961548645,7151,True
sepsis,transformer_world_model,3414,1,4,0.754959303490404,0.5041546539040409,9058,True
sepsis,transformer_world_model,3414,2,8,0.8574725769121742,0.6126650962132596,8849,True
sepsis,transformer_world_model,3414,3,12,1.0897533774913142,0.8048169320846428,8494,True
sepsis,transformer_world_model,3414,4,16,1.3846155103524147,1.0317510909149294,8224,True
sepsis,transformer_world_model,3414,5,20,1.6680612383868432,1.243921371166143,8329,True
sepsis,transformer_world_model,3414,6,24,1.998649060937524,1.4953010111980332,8098,True
sepsis,transformer_world_model,3414,7,28,2.3778472380409257,1.7822661155253832,7527,True
sepsis,transformer_world_model,3414,8,32,2.6888444405571925,1.990237084381727,7737,True
sepsis,transformer_world_model,3414,9,36,3.107533652057677,2.303782645128127,7014,True
sepsis,transformer_world_model,3414,10,40,3.4520622750315573,2.544607891398357,6925,True
sepsis,transformer_world_model,3414,11,44,3.7568160501509102,2.742009606685172,7151,True
sepsis,dreamer_v3_categorical_rssm,3408,1,4,0.8382135176448962,0.5477574776712075,9058,True
sepsis,dreamer_v3_categorical_rssm,3408,2,8,0.8758200583079649,0.5960002757313992,8849,True
sepsis,dreamer_v3_categorical_rssm,3408,3,12,0.9543145295457928,0.6447003231886574,8494,True
sepsis,dreamer_v3_categorical_rssm,3408,4,16,0.9792508213118064,0.6688639600250263,8224,True
sepsis,dreamer_v3_categorical_rssm,3408,5,20,0.9456387331257484,0.6568427921416617,8329,True
sepsis,dreamer_v3_categorical_rssm,3408,6,24,0.9687769210981244,0.6970927264331255,8098,True
sepsis,dreamer_v3_categorical_rssm,3408,7,28,1.0118560718014722,0.7356287007118646,7527,True
sepsis,dreamer_v3_categorical_rssm,3408,8,32,0.9997630556594244,0.7292021508353029,7737,True
sepsis,dreamer_v3_categorical_rssm,3408,9,36,1.0180422665612283,0.7544314008281982,7014,True
sepsis,dreamer_v3_categorical_rssm,3408,10,40,1.0256654148081763,0.7676946024621456,6925,True
sepsis,dreamer_v3_categorical_rssm,3408,11,44,1.0499810352757568,0.7721958579035845,7151,True
sepsis,dreamer_v3_categorical_rssm,3411,1,4,0.8534620577214851,0.5527787857993675,9058,True
sepsis,dreamer_v3_categorical_rssm,3411,2,8,0.8960960748358078,0.603199086202809,8849,True
sepsis,dreamer_v3_categorical_rssm,3411,3,12,0.975617956036463,0.6521925571211834,8494,True
sepsis,dreamer_v3_categorical_rssm,3411,4,16,1.002140223189235,0.6781228264106093,8224,True
sepsis,dreamer_v3_categorical_rssm,3411,5,20,0.967690257189458,0.6639373710254839,8329,True
sepsis,dreamer_v3_categorical_rssm,3411,6,24,0.9896948506060484,0.7058067574968638,8098,True
sepsis,dreamer_v3_categorical_rssm,3411,7,28,1.0288707528981642,0.7409765543445761,7527,True
sepsis,dreamer_v3_categorical_rssm,3411,8,32,1.0227333978127815,0.74153408143688,7737,True
sepsis,dreamer_v3_categorical_rssm,3411,9,36,1.0372148854355911,0.7652439115006174,7014,True
sepsis,dreamer_v3_categorical_rssm,3411,10,40,1.0513267170577354,0.7821311322440881,6925,True
sepsis,dreamer_v3_categorical_rssm,3411,11,44,1.0672313490077183,0.7834471781743477,7151,True
sepsis,dreamer_v3_categorical_rssm,3414,1,4,0.8356830043089828,0.5444648558542405,9058,True
sepsis,dreamer_v3_categorical_rssm,3414,2,8,0.8718157668793333,0.5923261875132619,8849,True
sepsis,dreamer_v3_categorical_rssm,3414,3,12,0.9495907795560956,0.6389525546601821,8494,True
sepsis,dreamer_v3_categorical_rssm,3414,4,16,0.9776682433272592,0.6639037847026974,8224,True
sepsis,dreamer_v3_categorical_rssm,3414,5,20,0.9460691816811322,0.6555477737289861,8329,True
sepsis,dreamer_v3_categorical_rssm,3414,6,24,0.9657598671788432,0.693970944383896,8098,True
sepsis,dreamer_v3_categorical_rssm,3414,7,28,1.0079210849170814,0.7336690165696158,7527,True
sepsis,dreamer_v3_categorical_rssm,3414,8,32,1.0030492261252653,0.7340420106808268,7737,True
sepsis,dreamer_v3_categorical_rssm,3414,9,36,1.015746473161708,0.754308024507738,7014,True
sepsis,dreamer_v3_categorical_rssm,3414,10,40,1.0329128326283334,0.77295216087426,6925,True
sepsis,dreamer_v3_categorical_rssm,3414,11,44,1.0517806596600348,0.7770850193134318,7151,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,1,4,0.7502538974337519,0.5007176970900489,9058,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,2,8,0.7749297117924392,0.5399589753823428,8849,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,3,12,0.840608682534382,0.5789030862815516,8494,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,4,16,0.8787554489322681,0.6075318646343014,8224,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,5,20,0.8458415435895659,0.6064110216040819,8329,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,6,24,0.8641195593883252,0.6318992058195495,8098,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,7,28,0.8754275802882029,0.6613157653988961,7527,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,8,32,0.8669191149649992,0.6592229721607807,7737,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,9,36,0.890950649030822,0.6847475799399679,7014,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,10,40,0.905673031211982,0.6963068228450457,6925,True
sepsis,gaussian_transition_ensemble,3408;3411;3414,11,44,0.9260909409577534,0.7032255164528205,7151,True
respiratory,persistence_locf,3408,1,4,1.0520161590592816,0.7050534717489904,63541,True
respiratory,persistence_locf,3408,2,8,1.0976635129322785,0.7421574187487652,52803,True
respiratory,persistence_locf,3408,3,12,1.1412978140656174,0.7833628594032916,43677,True
respiratory,persistence_locf,3408,4,16,1.1611277664027548,0.8119023523026632,38288,True
respiratory,persistence_locf,3408,5,20,1.187887041107997,0.8221015281271763,34117,True
respiratory,persistence_locf,3408,6,24,1.1856404316407965,0.8353432856400368,30514,True
respiratory,persistence_locf,3408,7,28,1.2232635661987956,0.8548148298930032,27479,True
respiratory,persistence_locf,3408,8,32,1.236056455658158,0.867218509207796,23922,True
respiratory,persistence_locf,3408,9,36,1.248793890879267,0.8885379583775181,19265,True
respiratory,persistence_locf,3408,10,40,1.2689941914085636,0.9129272401373412,13218,True
respiratory,persistence_locf,3408,11,44,1.3366822634129794,0.9590770645896772,3685,True
respiratory,hgb_residual,3408,1,4,0.8346441679271943,0.5820208123566751,63541,True
respiratory,hgb_residual,3408,2,8,0.8331721032728467,0.5859549416840244,52803,True
respiratory,hgb_residual,3408,3,12,0.867818981334652,0.6217089270929789,43677,True
respiratory,hgb_residual,3408,4,16,0.8758835527700656,0.6430264454732203,38288,True
respiratory,hgb_residual,3408,5,20,0.9127990678910982,0.663923444982827,34117,True
respiratory,hgb_residual,3408,6,24,0.9293271242369492,0.6870492605626951,30514,True
respiratory,hgb_residual,3408,7,28,0.9846512489853916,0.7134939887668489,27479,True
respiratory,hgb_residual,3408,8,32,1.003939490851241,0.732085637936757,23922,True
respiratory,hgb_residual,3408,9,36,1.0388172737312664,0.7580321973375015,19265,True
respiratory,hgb_residual,3408,10,40,1.0571974341276942,0.7820678556611997,13218,True
respiratory,hgb_residual,3408,11,44,1.0952679625133013,0.8061815364691309,3685,True
respiratory,hgb_residual,3411,1,4,0.8365322528716486,0.5826699007130604,63541,True
respiratory,hgb_residual,3411,2,8,0.8330945561993529,0.5866349258460605,52803,True
respiratory,hgb_residual,3411,3,12,0.8629568673281429,0.6194101840872084,43677,True
respiratory,hgb_residual,3411,4,16,0.8675720063985742,0.6364959295457593,38288,True
respiratory,hgb_residual,3411,5,20,0.8959377972543685,0.6517945506700266,34117,True
respiratory,hgb_residual,3411,6,24,0.8993765539002752,0.6656551202571642,30514,True
respiratory,hgb_residual,3411,7,28,0.9472000243134095,0.6869726759606299,27479,True
respiratory,hgb_residual,3411,8,32,0.9578108513717828,0.7024137246537213,23922,True
respiratory,hgb_residual,3411,9,36,0.9763882486724222,0.7179704225599971,19265,True
respiratory,hgb_residual,3411,10,40,0.985798275043536,0.7349243782104182,13218,True
respiratory,hgb_residual,3411,11,44,1.016067015906566,0.7604751708099096,3685,True
respiratory,hgb_residual,3414,1,4,0.836792986060936,0.5825166303721737,63541,True
respiratory,hgb_residual,3414,2,8,0.8349484040968286,0.5896654922398527,52803,True
respiratory,hgb_residual,3414,3,12,0.8680612881675811,0.6262431211813474,43677,True
respiratory,hgb_residual,3414,4,16,0.874352767870894,0.6445241881357909,38288,True
respiratory,hgb_residual,3414,5,20,0.9027224995751364,0.6598482975524366,34117,True
respiratory,hgb_residual,3414,6,24,0.9066314832351364,0.6726742087215019,30514,True
respiratory,hgb_residual,3414,7,28,0.9545208229263156,0.6918164495202449,27479,True
respiratory,hgb_residual,3414,8,32,0.9648088028409716,0.7042553042568437,23922,True
respiratory,hgb_residual,3414,9,36,0.9793458842426884,0.7191351307518024,19265,True
respiratory,hgb_residual,3414,10,40,0.9882324829163652,0.734333852820416,13218,True
respiratory,hgb_residual,3414,11,44,1.0064260208748963,0.7528024320522881,3685,True
respiratory,grud_world_model,3408,1,4,0.8161677074314545,0.5671364933935222,63541,True
respiratory,grud_world_model,3408,2,8,0.8376875823667193,0.5858315721065274,52803,True
respiratory,grud_world_model,3408,3,12,0.8853713982678895,0.631041740347039,43677,True
respiratory,grud_world_model,3408,4,16,0.9057625464566292,0.6657516393619223,38288,True
respiratory,grud_world_model,3408,5,20,0.959842218038741,0.6979158741366107,34117,True
respiratory,grud_world_model,3408,6,24,0.9825768234114955,0.7318949486681173,30514,True
respiratory,grud_world_model,3408,7,28,1.054256126715647,0.769453049631926,27479,True
respiratory,grud_world_model,3408,8,32,1.1016665885133288,0.8088072936068335,23922,True
respiratory,grud_world_model,3408,9,36,1.1532815689637217,0.8511239455346199,19265,True
respiratory,grud_world_model,3408,10,40,1.199798421452969,0.8932883748020163,13218,True
respiratory,grud_world_model,3408,11,44,1.213293764346354,0.9042654495808236,3685,True
respiratory,grud_world_model,3411,1,4,0.817505393618509,0.5678833853773877,63541,True
respiratory,grud_world_model,3411,2,8,0.8369473980588205,0.585935517962273,52803,True
respiratory,grud_world_model,3411,3,12,0.881917144455403,0.6274784103662054,43677,True
respiratory,grud_world_model,3411,4,16,0.8922980623879434,0.6531207851595477,38288,True
respiratory,grud_world_model,3411,5,20,0.9282383314243972,0.6707314580023434,34117,True
respiratory,grud_world_model,3411,6,24,0.9305698774329598,0.6861425333379892,30514,True
respiratory,grud_world_model,3411,7,28,0.9757920908270964,0.7063490680222497,27479,True
respiratory,grud_world_model,3411,8,32,0.989302822464178,0.7198200735994884,23922,True
respiratory,grud_world_model,3411,9,36,1.0066469765206074,0.7361013859143047,19265,True
respiratory,grud_world_model,3411,10,40,1.0223337097128158,0.757379474169463,13218,True
respiratory,grud_world_model,3411,11,44,1.0385277107727358,0.7789218734420983,3685,True
respiratory,grud_world_model,3414,1,4,0.8112217502068602,0.5638679537460797,63541,True
respiratory,grud_world_model,3414,2,8,0.8305925374900356,0.5822501327234343,52803,True
respiratory,grud_world_model,3414,3,12,0.8685033627174753,0.6194461514594195,43677,True
respiratory,grud_world_model,3414,4,16,0.8754707650847107,0.6436470199358202,38288,True
respiratory,grud_world_model,3414,5,20,0.9099920419187008,0.6585472663368311,34117,True
respiratory,grud_world_model,3414,6,24,0.909853228605646,0.6747943938094075,30514,True
respiratory,grud_world_model,3414,7,28,0.9541262633636456,0.6950111494618324,27479,True
respiratory,grud_world_model,3414,8,32,0.9770505032094826,0.7138416498415274,23922,True
respiratory,grud_world_model,3414,9,36,0.9921787283125671,0.7354575761428969,19265,True
respiratory,grud_world_model,3414,10,40,1.0128450370078002,0.7623544887580446,13218,True
respiratory,grud_world_model,3414,11,44,1.031661211087144,0.7825293881419333,3685,True
respiratory,transformer_world_model,3408,1,4,0.8104860348856858,0.5588155263290114,63541,True
respiratory,transformer_world_model,3408,2,8,0.8459114317537884,0.5940367003521473,52803,True
respiratory,transformer_world_model,3408,3,12,0.9209811837871276,0.6705291945389644,43677,True
respiratory,transformer_world_model,3408,4,16,0.9865386691139034,0.7441068822441145,38288,True
respiratory,transformer_world_model,3408,5,20,1.09657698485093,0.8318462855266012,34117,True
respiratory,transformer_world_model,3408,6,24,1.1763359404844902,0.9110414581233728,30514,True
respiratory,transformer_world_model,3408,7,28,1.307196499778459,1.0083962044096335,27479,True
respiratory,transformer_world_model,3408,8,32,1.4277415289343958,1.1017212865008963,23922,True
respiratory,transformer_world_model,3408,9,36,1.5602380888662228,1.210492554590206,19265,True
respiratory,transformer_world_model,3408,10,40,1.683918742261315,1.316817957322899,13218,True
respiratory,transformer_world_model,3408,11,44,1.8386291604090224,1.4279683934246648,3685,True
respiratory,transformer_world_model,3411,1,4,0.8117463603155743,0.559100221676525,63541,True
respiratory,transformer_world_model,3411,2,8,0.8477899878663091,0.5910364323146439,52803,True
respiratory,transformer_world_model,3411,3,12,0.925301934250874,0.6675210662816846,43677,True
respiratory,transformer_world_model,3411,4,16,0.9894223182015764,0.7444994222065608,38288,True
respiratory,transformer_world_model,3411,5,20,1.100326090234287,0.8376774405096167,34117,True
respiratory,transformer_world_model,3411,6,24,1.1974590124999511,0.9410083256556718,30514,True
respiratory,transformer_world_model,3411,7,28,1.3304188822755625,1.049615576899544,27479,True
respiratory,transformer_world_model,3411,8,32,1.457097976604018,1.1649141739538522,23922,True
respiratory,transformer_world_model,3411,9,36,1.592937423935156,1.291393784568256,19265,True
respiratory,transformer_world_model,3411,10,40,1.7230039620000257,1.409727337788622,13218,True
respiratory,transformer_world_model,3411,11,44,1.860137295457268,1.514741205218851,3685,True
respiratory,transformer_world_model,3414,1,4,0.8081712002166402,0.5562776713943265,63541,True
respiratory,transformer_world_model,3414,2,8,0.8526803513572201,0.5991403951889247,52803,True
respiratory,transformer_world_model,3414,3,12,0.9434506500763804,0.6886802762513591,43677,True
respiratory,transformer_world_model,3414,4,16,1.0354173581678012,0.7843887402502229,38288,True
respiratory,transformer_world_model,3414,5,20,1.1750851423228994,0.8910604264344593,34117,True
respiratory,transformer_world_model,3414,6,24,1.2946296172269278,1.0019190619691476,30514,True
respiratory,transformer_world_model,3414,7,28,1.453962477843406,1.1192762734504074,27479,True
respiratory,transformer_world_model,3414,8,32,1.602561990211899,1.2373428294841209,23922,True
respiratory,transformer_world_model,3414,9,36,1.7706182589646366,1.3791587277586064,19265,True
respiratory,transformer_world_model,3414,10,40,1.9393116631160012,1.5164742203391528,13218,True
respiratory,transformer_world_model,3414,11,44,2.158362955510487,1.6702129399874013,3685,True
respiratory,dreamer_v3_categorical_rssm,3408,1,4,0.9465701981224912,0.653123688282243,63541,True
respiratory,dreamer_v3_categorical_rssm,3408,2,8,0.9937506770213548,0.6911720558964318,52803,True
respiratory,dreamer_v3_categorical_rssm,3408,3,12,1.0562493315270454,0.7457651961091385,43677,True
respiratory,dreamer_v3_categorical_rssm,3408,4,16,1.0885912701341751,0.785109926134122,38288,True
respiratory,dreamer_v3_categorical_rssm,3408,5,20,1.1362888846832115,0.8150167753760855,34117,True
respiratory,dreamer_v3_categorical_rssm,3408,6,24,1.1565524557746252,0.8426373252360584,30514,True
respiratory,dreamer_v3_categorical_rssm,3408,7,28,1.2093896672132944,0.8783678942343522,27479,True
respiratory,dreamer_v3_categorical_rssm,3408,8,32,1.2411371982061348,0.9045508511462224,23922,True
respiratory,dreamer_v3_categorical_rssm,3408,9,36,1.2804784028896512,0.9425508763205852,19265,True
respiratory,dreamer_v3_categorical_rssm,3408,10,40,1.3103207915932351,0.9792824129994028,13218,True
respiratory,dreamer_v3_categorical_rssm,3408,11,44,1.4205343316000063,1.0601451174725034,3685,True
respiratory,dreamer_v3_categorical_rssm,3411,1,4,0.9468419644735812,0.6522536232761872,63541,True
respiratory,dreamer_v3_categorical_rssm,3411,2,8,0.9928316061635318,0.6893923862603256,52803,True
respiratory,dreamer_v3_categorical_rssm,3411,3,12,1.0522502121555273,0.7401859597710402,43677,True
respiratory,dreamer_v3_categorical_rssm,3411,4,16,1.0813021296049612,0.7764494409620323,38288,True
respiratory,dreamer_v3_categorical_rssm,3411,5,20,1.1249920423401527,0.8027662621280537,34117,True
respiratory,dreamer_v3_categorical_rssm,3411,6,24,1.1432047581223428,0.827709006338661,30514,True
respiratory,dreamer_v3_categorical_rssm,3411,7,28,1.19836230602946,0.8641771764042521,27479,True
respiratory,dreamer_v3_categorical_rssm,3411,8,32,1.2304818368817418,0.8910377694533138,23922,True
respiratory,dreamer_v3_categorical_rssm,3411,9,36,1.2730560853242006,0.9359386534882876,19265,True
respiratory,dreamer_v3_categorical_rssm,3411,10,40,1.3012750836712712,0.9703079635804936,13218,True
respiratory,dreamer_v3_categorical_rssm,3411,11,44,1.4427987220444425,1.079801848966229,3685,True
respiratory,dreamer_v3_categorical_rssm,3414,1,4,0.9503646106881932,0.6565886917935807,63541,True
respiratory,dreamer_v3_categorical_rssm,3414,2,8,0.9955088268176367,0.6932233833009339,52803,True
respiratory,dreamer_v3_categorical_rssm,3414,3,12,1.056663157820974,0.7468204085433087,43677,True
respiratory,dreamer_v3_categorical_rssm,3414,4,16,1.0935888319268343,0.7896457198091718,38288,True
respiratory,dreamer_v3_categorical_rssm,3414,5,20,1.143958147991189,0.8207298184461609,34117,True
respiratory,dreamer_v3_categorical_rssm,3414,6,24,1.1712830657763549,0.8518877749469161,30514,True
respiratory,dreamer_v3_categorical_rssm,3414,7,28,1.232471473317582,0.8918452987796328,27479,True
respiratory,dreamer_v3_categorical_rssm,3414,8,32,1.2718488028395185,0.9259957944228342,23922,True
respiratory,dreamer_v3_categorical_rssm,3414,9,36,1.319632603127333,0.9681569079046458,19265,True
respiratory,dreamer_v3_categorical_rssm,3414,10,40,1.3626976742886137,1.0129137732534277,13218,True
respiratory,dreamer_v3_categorical_rssm,3414,11,44,1.5002751141838728,1.1066625216553112,3685,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,1,4,0.811351462651547,0.5627917407566853,63541,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,2,8,0.8266866777304802,0.576266452290084,52803,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,3,12,0.8614139758010175,0.609254364807931,43677,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,4,16,0.8629170561188841,0.6285588540905274,38288,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,5,20,0.8926755818444985,0.6411113655137212,34117,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,6,24,0.8901575491705426,0.6556281331643091,30514,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,7,28,0.9328406701611824,0.6745850229586492,27479,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,8,32,0.9479145897063944,0.690941074065649,23922,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,9,36,0.962153488116874,0.7086272068924078,19265,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,10,40,0.9715041767355156,0.7323402458382754,13218,True
respiratory,gaussian_transition_ensemble,3408;3411;3414,11,44,0.9722130935132034,0.7334550196431898,3685,True
af_flutter,persistence_locf,3408,1,4,0.8580606440321944,0.5675005281680077,10294,True
af_flutter,persistence_locf,3408,2,8,0.9525337416093482,0.628175069719091,9056,True
