cohort,method,seed,horizon_step,horizon_hours,rmse,mae,observed_cells,logged_action_recursive_rollout
af_flutter,persistence_locf,3408,3,12,0.947308362639033,0.6403338163576028,8723,True
af_flutter,persistence_locf,3408,4,16,0.9589613747164024,0.6463574811409072,8667,True
af_flutter,persistence_locf,3408,5,20,0.9593097481482452,0.6577345241838584,7847,True
af_flutter,persistence_locf,3408,6,24,0.9642496558604052,0.6755155644305094,7391,True
af_flutter,persistence_locf,3408,7,28,1.0816151382719226,0.7167170118341034,6846,True
af_flutter,persistence_locf,3408,8,32,1.0310877399637142,0.7091354466624711,6500,True
af_flutter,persistence_locf,3408,9,36,1.0619747712890364,0.7270272147260181,5881,True
af_flutter,persistence_locf,3408,10,40,1.020934683971339,0.7021142329474913,6011,True
af_flutter,persistence_locf,3408,11,44,0.9744938151162718,0.6921480424775764,3357,True
af_flutter,hgb_residual,3408,1,4,0.7677507345999486,0.5238911918707492,10294,True
af_flutter,hgb_residual,3408,2,8,0.8318065154538664,0.580838415281849,9056,True
af_flutter,hgb_residual,3408,3,12,0.8306026020672487,0.6153432994449642,8723,True
af_flutter,hgb_residual,3408,4,16,0.8562461830722281,0.632391645132375,8667,True
af_flutter,hgb_residual,3408,5,20,0.8750805060652219,0.6711334205434856,7847,True
af_flutter,hgb_residual,3408,6,24,0.9080393038408175,0.6969650505476548,7391,True
af_flutter,hgb_residual,3408,7,28,1.0337232215779553,0.73871925550099,6846,True
af_flutter,hgb_residual,3408,8,32,0.9965745823354776,0.7571954803821594,6500,True
af_flutter,hgb_residual,3408,9,36,1.034171027955762,0.7775610160114884,5881,True
af_flutter,hgb_residual,3408,10,40,1.0126658596993436,0.7802611596407967,6011,True
af_flutter,hgb_residual,3408,11,44,1.018061991280889,0.7846408595481448,3357,True
af_flutter,hgb_residual,3411,1,4,0.7685082149685251,0.5252893350478015,10294,True
af_flutter,hgb_residual,3411,2,8,0.8358455016956926,0.5881789441900507,9056,True
af_flutter,hgb_residual,3411,3,12,0.8374546502879467,0.6210323840026135,8723,True
af_flutter,hgb_residual,3411,4,16,0.8527850396451501,0.6287605538394216,8667,True
af_flutter,hgb_residual,3411,5,20,0.8623672739212742,0.6606949881036901,7847,True
af_flutter,hgb_residual,3411,6,24,0.8788055909637928,0.6760759280199962,7391,True
af_flutter,hgb_residual,3411,7,28,1.0038446485338712,0.713499336569204,6846,True
af_flutter,hgb_residual,3411,8,32,0.959252756062337,0.7272309872518974,6500,True
af_flutter,hgb_residual,3411,9,36,0.990617174735632,0.7453964487837158,5881,True
af_flutter,hgb_residual,3411,10,40,0.9665642144542528,0.7434007081794942,6011,True
af_flutter,hgb_residual,3411,11,44,0.9653118482705252,0.7531687758662116,3357,True
af_flutter,hgb_residual,3414,1,4,0.7693969552190381,0.5257761535276627,10294,True
af_flutter,hgb_residual,3414,2,8,0.8358205055534371,0.5881863393889378,9056,True
af_flutter,hgb_residual,3414,3,12,0.844719575527973,0.6252412371895966,8723,True
af_flutter,hgb_residual,3414,4,16,0.8696342164851456,0.6391330012443213,8667,True
af_flutter,hgb_residual,3414,5,20,0.8782873490575775,0.6702939257624748,7847,True
af_flutter,hgb_residual,3414,6,24,0.9008387474406058,0.6917368113132107,7391,True
af_flutter,hgb_residual,3414,7,28,1.0271638703164754,0.7314991328239409,6846,True
af_flutter,hgb_residual,3414,8,32,0.9721536703961272,0.7375504576459778,6500,True
af_flutter,hgb_residual,3414,9,36,1.0094911698351314,0.7591046059150689,5881,True
af_flutter,hgb_residual,3414,10,40,0.97926161927903,0.7495164220212858,6011,True
af_flutter,hgb_residual,3414,11,44,0.9772119228659502,0.7527329207208723,3357,True
af_flutter,grud_world_model,3408,1,4,0.7660133270498477,0.5323630143979536,10294,True
af_flutter,grud_world_model,3408,2,8,0.8339248491037504,0.5846597782430647,9056,True
af_flutter,grud_world_model,3408,3,12,0.8375733380699444,0.6099832576356305,8723,True
af_flutter,grud_world_model,3408,4,16,0.8588271059294535,0.6285034924164168,8667,True
af_flutter,grud_world_model,3408,5,20,0.8634985647591034,0.6587640793210594,7847,True
af_flutter,grud_world_model,3408,6,24,0.8946943859441373,0.6895385848060674,7391,True
af_flutter,grud_world_model,3408,7,28,1.0205144173639402,0.7318963738900404,6846,True
af_flutter,grud_world_model,3408,8,32,0.9930399724602772,0.7570882853129342,6500,True
af_flutter,grud_world_model,3408,9,36,1.0322005225255424,0.7813833247041344,5881,True
af_flutter,grud_world_model,3408,10,40,1.0311476274371845,0.7970725421804526,6011,True
af_flutter,grud_world_model,3408,11,44,1.0298146888018247,0.8063990537429591,3357,True
af_flutter,grud_world_model,3411,1,4,0.7661155854235334,0.5320441749247092,10294,True
af_flutter,grud_world_model,3411,2,8,0.8329632438342511,0.5830468147753123,9056,True
af_flutter,grud_world_model,3411,3,12,0.8348241799133346,0.6080651491500226,8723,True
af_flutter,grud_world_model,3411,4,16,0.8579677926788168,0.6276658207866749,8667,True
af_flutter,grud_world_model,3411,5,20,0.8619343814763993,0.6558588141581653,7847,True
af_flutter,grud_world_model,3411,6,24,0.8863220128707667,0.6764823681604302,7391,True
af_flutter,grud_world_model,3411,7,28,1.0085337203929898,0.7232451406566163,6846,True
af_flutter,grud_world_model,3411,8,32,0.9751945807409436,0.7360804787076329,6500,True
af_flutter,grud_world_model,3411,9,36,1.0074681179942253,0.7592138021737714,5881,True
af_flutter,grud_world_model,3411,10,40,1.011119944172489,0.7798012346056783,6011,True
af_flutter,grud_world_model,3411,11,44,1.0160789043600411,0.7948014638783041,3357,True
af_flutter,grud_world_model,3414,1,4,0.7671975670608612,0.5333727032108422,10294,True
af_flutter,grud_world_model,3414,2,8,0.8325827511673162,0.5835433833350187,9056,True
af_flutter,grud_world_model,3414,3,12,0.8367943246948547,0.6031391526684141,8723,True
af_flutter,grud_world_model,3414,4,16,0.8596723769424829,0.6215055251449563,8667,True
af_flutter,grud_world_model,3414,5,20,0.8647858894199714,0.6481329927440712,7847,True
af_flutter,grud_world_model,3414,6,24,0.8909670587326284,0.6746594664409217,7391,True
af_flutter,grud_world_model,3414,7,28,1.0157429009755354,0.7138075961835546,6846,True
af_flutter,grud_world_model,3414,8,32,0.9821699521242336,0.7290702350281645,6500,True
af_flutter,grud_world_model,3414,9,36,1.018158840277191,0.7533640000971784,5881,True
af_flutter,grud_world_model,3414,10,40,0.9981012383012476,0.7579893115069314,6011,True
af_flutter,grud_world_model,3414,11,44,1.0277254625617749,0.79327389944576,3357,True
af_flutter,transformer_world_model,3408,1,4,0.7684464924354989,0.5279909508813615,10294,True
af_flutter,transformer_world_model,3408,2,8,0.8723979291368285,0.6103190272737934,9056,True
af_flutter,transformer_world_model,3408,3,12,0.9695116440780396,0.7245878153081661,8723,True
af_flutter,transformer_world_model,3408,4,16,1.1438793536126464,0.8793555026134594,8667,True
af_flutter,transformer_world_model,3408,5,20,1.3677464007202575,1.0864388324274954,7847,True
af_flutter,transformer_world_model,3408,6,24,1.6239164810126918,1.3108861686180269,7391,True
af_flutter,transformer_world_model,3408,7,28,1.9364545963248263,1.5545293921747765,6846,True
af_flutter,transformer_world_model,3408,8,32,2.1758679789225,1.7741897381095109,6500,True
af_flutter,transformer_world_model,3408,9,36,2.4512274773922607,2.005991282128716,5881,True
af_flutter,transformer_world_model,3408,10,40,2.65980545725957,2.1930210133973818,6011,True
af_flutter,transformer_world_model,3408,11,44,2.9789773657141203,2.4627878237500083,3357,True
af_flutter,transformer_world_model,3411,1,4,0.771785866561018,0.5293414680085851,10294,True
af_flutter,transformer_world_model,3411,2,8,0.8556541555050116,0.5895811461392865,9056,True
af_flutter,transformer_world_model,3411,3,12,0.9021213339922268,0.6513298794750721,8723,True
af_flutter,transformer_world_model,3411,4,16,0.997703384720256,0.7268056405322534,8667,True
af_flutter,transformer_world_model,3411,5,20,1.1214217391959664,0.8455501697824079,7847,True
af_flutter,transformer_world_model,3411,6,24,1.2647060659452372,0.9588245893573248,7391,True
af_flutter,transformer_world_model,3411,7,28,1.4879660576429754,1.0905190509311011,6846,True
af_flutter,transformer_world_model,3411,8,32,1.6065852885994285,1.207515988386433,6500,True
af_flutter,transformer_world_model,3411,9,36,1.761068656072442,1.3290186564054336,5881,True
af_flutter,transformer_world_model,3411,10,40,1.869080690251139,1.4092858639339905,6011,True
af_flutter,transformer_world_model,3411,11,44,2.0846068384267573,1.5842838844728369,3357,True
af_flutter,transformer_world_model,3414,1,4,0.7719102365744104,0.5289155681050431,10294,True
af_flutter,transformer_world_model,3414,2,8,0.8629941496431659,0.5986034890784493,9056,True
af_flutter,transformer_world_model,3414,3,12,0.9260357851238292,0.6772596943748013,8723,True
af_flutter,transformer_world_model,3414,4,16,1.0421142539986727,0.7846391741359654,8667,True
af_flutter,transformer_world_model,3414,5,20,1.1882585200473532,0.930117909496265,7847,True
af_flutter,transformer_world_model,3414,6,24,1.3717090219723704,1.0887539362085317,7391,True
af_flutter,transformer_world_model,3414,7,28,1.623241980594169,1.256348999246418,6846,True
af_flutter,transformer_world_model,3414,8,32,1.7754100014357892,1.404241007186383,6500,True
af_flutter,transformer_world_model,3414,9,36,1.9742577425681664,1.561627018907779,5881,True
af_flutter,transformer_world_model,3414,10,40,2.1226261754081723,1.6752865456298849,6011,True
af_flutter,transformer_world_model,3414,11,44,2.3791936084702816,1.884827548999647,3357,True
af_flutter,dreamer_v3_categorical_rssm,3408,1,4,0.8287797528607687,0.5572117828243557,10294,True
af_flutter,dreamer_v3_categorical_rssm,3408,2,8,0.9185640499653458,0.6143258406072463,9056,True
af_flutter,dreamer_v3_categorical_rssm,3408,3,12,0.9113851489383772,0.6295848628978082,8723,True
af_flutter,dreamer_v3_categorical_rssm,3408,4,16,0.9280650203468394,0.6417005057378156,8667,True
af_flutter,dreamer_v3_categorical_rssm,3408,5,20,0.9371105697987502,0.6675692304372288,7847,True
af_flutter,dreamer_v3_categorical_rssm,3408,6,24,0.9475712480250712,0.6844165256584657,7391,True
af_flutter,dreamer_v3_categorical_rssm,3408,7,28,1.0809614795664757,0.7311114456815331,6846,True
af_flutter,dreamer_v3_categorical_rssm,3408,8,32,1.0430799418125598,0.7409551134743692,6500,True
af_flutter,dreamer_v3_categorical_rssm,3408,9,36,1.0840343178872325,0.7703315396194977,5881,True
af_flutter,dreamer_v3_categorical_rssm,3408,10,40,1.0732710768488751,0.7870482277295395,6011,True
af_flutter,dreamer_v3_categorical_rssm,3408,11,44,1.0426547980316674,0.7831053014415407,3357,True
af_flutter,dreamer_v3_categorical_rssm,3411,1,4,0.8305880812875442,0.5577398032607143,10294,True
af_flutter,dreamer_v3_categorical_rssm,3411,2,8,0.9205360119447772,0.6154545922811531,9056,True
af_flutter,dreamer_v3_categorical_rssm,3411,3,12,0.9135271404442972,0.6322988147216149,8723,True
af_flutter,dreamer_v3_categorical_rssm,3411,4,16,0.9295023326769212,0.6423370051588579,8667,True
af_flutter,dreamer_v3_categorical_rssm,3411,5,20,0.9383315812952217,0.667343861769996,7847,True
af_flutter,dreamer_v3_categorical_rssm,3411,6,24,0.9493930891701196,0.6831469594724087,7391,True
af_flutter,dreamer_v3_categorical_rssm,3411,7,28,1.080517837228394,0.7319251435986266,6846,True
af_flutter,dreamer_v3_categorical_rssm,3411,8,32,1.0426395130566732,0.7385102320308617,6500,True
af_flutter,dreamer_v3_categorical_rssm,3411,9,36,1.07877767832655,0.7630881601838464,5881,True
af_flutter,dreamer_v3_categorical_rssm,3411,10,40,1.0669642874310474,0.7736768682031486,6011,True
af_flutter,dreamer_v3_categorical_rssm,3411,11,44,1.029604119802887,0.7643278908731259,3357,True
af_flutter,dreamer_v3_categorical_rssm,3414,1,4,0.8315012886933292,0.5572809381430497,10294,True
af_flutter,dreamer_v3_categorical_rssm,3414,2,8,0.9218255607970344,0.6160623881359027,9056,True
af_flutter,dreamer_v3_categorical_rssm,3414,3,12,0.9146873101116144,0.6333932258984504,8723,True
af_flutter,dreamer_v3_categorical_rssm,3414,4,16,0.9297396210769876,0.6433711098002003,8667,True
af_flutter,dreamer_v3_categorical_rssm,3414,5,20,0.9398436093038054,0.6697455154405452,7847,True
af_flutter,dreamer_v3_categorical_rssm,3414,6,24,0.9518310176928708,0.688699944783503,7391,True
af_flutter,dreamer_v3_categorical_rssm,3414,7,28,1.0816964385004877,0.7362319440888182,6846,True
af_flutter,dreamer_v3_categorical_rssm,3414,8,32,1.0448868661067192,0.7447296862642173,6500,True
af_flutter,dreamer_v3_categorical_rssm,3414,9,36,1.081616439534652,0.7726181743459789,5881,True
af_flutter,dreamer_v3_categorical_rssm,3414,10,40,1.0676416835844151,0.7821701444710869,6011,True
af_flutter,dreamer_v3_categorical_rssm,3414,11,44,1.0378505559756197,0.7790128198221822,3357,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,1,4,0.7638760656562442,0.5300217953702637,10294,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,2,8,0.8265317846811423,0.5777176072851864,9056,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,3,12,0.8225387336054344,0.5938641210505904,8723,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,4,16,0.835802912276984,0.6046734772487606,8667,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,5,20,0.8298940896333926,0.6246239546329239,7847,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,6,24,0.8456455879527829,0.642061548836778,7391,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,7,28,0.9641118746045512,0.6768484240214167,6846,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,8,32,0.9179385380503408,0.6838681404312293,6500,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,9,36,0.941123031895944,0.6979270965167805,5881,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,10,40,0.9200841914074064,0.7004255208964932,6011,True
af_flutter,gaussian_transition_ensemble,3408;3411;3414,11,44,0.9005062791094365,0.703328623638432,3357,True
shock,persistence_locf,3408,1,4,0.981316399319958,0.6473897208214072,128445,True
shock,persistence_locf,3408,2,8,1.020297446594831,0.6800361889536551,121022,True
shock,persistence_locf,3408,3,12,1.064383249090893,0.7242586444558697,107236,True
shock,persistence_locf,3408,4,16,1.0885096688977434,0.7478678548459589,98505,True
shock,persistence_locf,3408,5,20,1.0961252040802427,0.7490772239727702,92864,True
shock,persistence_locf,3408,6,24,1.12188796758926,0.7778876640384452,86285,True
shock,persistence_locf,3408,7,28,1.1262154863900062,0.7876302042208149,81446,True
shock,persistence_locf,3408,8,32,1.142587370046771,0.7947461488852825,77323,True
shock,persistence_locf,3408,9,36,1.162851749722652,0.8207764186512312,69815,True
shock,persistence_locf,3408,10,40,1.174802527433802,0.8309771186237915,64774,True
shock,persistence_locf,3408,11,44,1.1214205729049678,0.7829405117427406,27047,True
shock,hgb_residual,3408,1,4,0.8273935736427084,0.5647040902594977,128445,True
shock,hgb_residual,3408,2,8,0.8337799695541874,0.580557627977402,121022,True
shock,hgb_residual,3408,3,12,0.8588270409101322,0.6166195908811319,107236,True
shock,hgb_residual,3408,4,16,0.8800769047464323,0.6411723104629526,98505,True
shock,hgb_residual,3408,5,20,0.8994260771776932,0.6592870487537972,92864,True
shock,hgb_residual,3408,6,24,0.92843801707902,0.685651835966819,86285,True
shock,hgb_residual,3408,7,28,0.9486424366890728,0.7074402242262643,81446,True
shock,hgb_residual,3408,8,32,0.9665466868654826,0.7236840881500018,77323,True
shock,hgb_residual,3408,9,36,0.9872890115601386,0.7412423587185692,69815,True
shock,hgb_residual,3408,10,40,1.0139755114733724,0.7629254338620401,64774,True
shock,hgb_residual,3408,11,44,1.0383752084960307,0.7756196973365636,27047,True
shock,hgb_residual,3411,1,4,0.826842504737081,0.5648875792137242,128445,True
shock,hgb_residual,3411,2,8,0.835605705089649,0.5806437398944636,121022,True
shock,hgb_residual,3411,3,12,0.8609613638046184,0.6161224203163462,107236,True
shock,hgb_residual,3411,4,16,0.8837436412526634,0.6420486991458392,98505,True
shock,hgb_residual,3411,5,20,0.9039472212105096,0.6591167411909358,92864,True
shock,hgb_residual,3411,6,24,0.931298145022695,0.6849340037588457,86285,True
shock,hgb_residual,3411,7,28,0.9540717535312172,0.7073693650918617,81446,True
shock,hgb_residual,3411,8,32,0.9721318198485032,0.7227440534590757,77323,True
shock,hgb_residual,3411,9,36,0.9919153241864678,0.7413499866773059,69815,True
shock,hgb_residual,3411,10,40,1.0157177776093458,0.7621334597360772,64774,True
shock,hgb_residual,3411,11,44,1.041826740393331,0.7769444601700269,27047,True
shock,hgb_residual,3414,1,4,0.8251387310508501,0.5651886514390814,128445,True
shock,hgb_residual,3414,2,8,0.8310866710092405,0.578805374578927,121022,True
shock,hgb_residual,3414,3,12,0.856265872795416,0.6130494939487557,107236,True
shock,hgb_residual,3414,4,16,0.8782243283358635,0.636953630968889,98505,True
shock,hgb_residual,3414,5,20,0.8974516261908184,0.6542900728098482,92864,True
shock,hgb_residual,3414,6,24,0.923329231405598,0.6789151082525342,86285,True
shock,hgb_residual,3414,7,28,0.9424481592562683,0.6985377643307813,81446,True
shock,hgb_residual,3414,8,32,0.962509171291604,0.7152934956367726,77323,True
shock,hgb_residual,3414,9,36,0.9826945620097508,0.7329846585287084,69815,True
shock,hgb_residual,3414,10,40,1.0045458136145748,0.7525415401137296,64774,True
shock,hgb_residual,3414,11,44,1.0354880030272848,0.769403124145006,27047,True
shock,grud_world_model,3408,1,4,0.8172553574149046,0.5619869750568581,128445,True
shock,grud_world_model,3408,2,8,0.842934320266482,0.5891239157311466,121022,True
shock,grud_world_model,3408,3,12,0.8820412389931804,0.6338960339532769,107236,True
shock,grud_world_model,3408,4,16,0.9116947386637608,0.6645364380463443,98505,True
shock,grud_world_model,3408,5,20,0.9357835888702272,0.6832150130008143,92864,True
shock,grud_world_model,3408,6,24,0.9720074307328014,0.7150457314552198,86285,True
shock,grud_world_model,3408,7,28,0.9922683111958854,0.7372769530455058,81446,True
shock,grud_world_model,3408,8,32,1.0190641964375609,0.7581332856970715,77323,True
shock,grud_world_model,3408,9,36,1.0522235404205058,0.7883814610104695,69815,True
shock,grud_world_model,3408,10,40,1.0846787490742502,0.8136825631093899,64774,True
shock,grud_world_model,3408,11,44,1.1085917040720166,0.8286620633248106,27047,True
shock,grud_world_model,3411,1,4,0.8221156181236496,0.5650900206198517,128445,True
shock,grud_world_model,3411,2,8,0.8416297423650309,0.5904501040464863,121022,True
shock,grud_world_model,3411,3,12,0.8805399653970131,0.6354814445893421,107236,True
shock,grud_world_model,3411,4,16,0.9116976599534012,0.6676243366441148,98505,True
shock,grud_world_model,3411,5,20,0.9425914775248048,0.6916638156671483,92864,True
shock,grud_world_model,3411,6,24,0.9846978299146776,0.726118150210447,86285,True
shock,grud_world_model,3411,7,28,1.0123058314448563,0.7516256701260375,81446,True
shock,grud_world_model,3411,8,32,1.0406364870735985,0.7719651355448652,77323,True
shock,grud_world_model,3411,9,36,1.0802089195869171,0.8039819421457943,69815,True
shock,grud_world_model,3411,10,40,1.1144569726801132,0.8303560298241811,64774,True
shock,grud_world_model,3411,11,44,1.131944132522586,0.8410737209126671,27047,True
shock,grud_world_model,3414,1,4,0.8167624141839299,0.5609637431779614,128445,True
shock,grud_world_model,3414,2,8,0.8454226593885268,0.5903256540803087,121022,True
shock,grud_world_model,3414,3,12,0.8864070317893192,0.6372189456672831,107236,True
shock,grud_world_model,3414,4,16,0.9134698231739252,0.6655139222082023,98505,True
shock,grud_world_model,3414,5,20,0.9429963898473448,0.6890577659612678,92864,True
shock,grud_world_model,3414,6,24,0.983711780676945,0.7231380131494916,86285,True
shock,grud_world_model,3414,7,28,1.0090454534743476,0.749605927114288,81446,True
shock,grud_world_model,3414,8,32,1.0416868639639936,0.7733822255589694,77323,True
shock,grud_world_model,3414,9,36,1.0829742485867375,0.8090062139551518,69815,True
shock,grud_world_model,3414,10,40,1.117490581235331,0.8369606129761274,64774,True
shock,grud_world_model,3414,11,44,1.1524354075614354,0.8615667634170774,27047,True
shock,transformer_world_model,3408,1,4,0.8201205695784963,0.5578693559145017,128445,True
shock,transformer_world_model,3408,2,8,0.8635795400120844,0.596269316337824,121022,True
shock,transformer_world_model,3408,3,12,0.9741922793381156,0.7068462432680599,107236,True
shock,transformer_world_model,3408,4,16,1.1214575913950031,0.8478235855270931,98505,True
shock,transformer_world_model,3408,5,20,1.2965711050422113,1.0056583584098135,92864,True
shock,transformer_world_model,3408,6,24,1.4929363437757848,1.184340922344043,86285,True
shock,transformer_world_model,3408,7,28,1.6956384109958376,1.3681548050507355,81446,True
shock,transformer_world_model,3408,8,32,1.9209841875079448,1.5651905579836842,77323,True
shock,transformer_world_model,3408,9,36,2.163507977185944,1.7730062554733732,69815,True
shock,transformer_world_model,3408,10,40,2.4053022872499925,1.979880447220188,64774,True
shock,transformer_world_model,3408,11,44,2.659732445468981,2.202208768615784,27047,True
shock,transformer_world_model,3411,1,4,0.8210387320376219,0.5598254922774943,128445,True
shock,transformer_world_model,3411,2,8,0.8534147961266542,0.5882337894579829,121022,True
shock,transformer_world_model,3411,3,12,0.9239585048548852,0.6614243433874039,107236,True
shock,transformer_world_model,3411,4,16,1.00164597729747,0.7395603119152419,98505,True
shock,transformer_world_model,3411,5,20,1.091672904384825,0.8198056954129326,92864,True
shock,transformer_world_model,3411,6,24,1.1988136258168771,0.9171809820635604,86285,True
shock,transformer_world_model,3411,7,28,1.304032665677638,1.0168384857138226,81446,True
shock,transformer_world_model,3411,8,32,1.4279883541657026,1.1228145798930174,77323,True
shock,transformer_world_model,3411,9,36,1.5575216609919835,1.2396886970896297,69815,True
shock,transformer_world_model,3411,10,40,1.6869614448546923,1.3538387134775471,64774,True
shock,transformer_world_model,3411,11,44,1.8064283810192343,1.4570897524114408,27047,True
shock,transformer_world_model,3414,1,4,0.8230470807518686,0.5605250503723517,128445,True
shock,transformer_world_model,3414,2,8,0.8550555929610794,0.5931012450390835,121022,True
shock,transformer_world_model,3414,3,12,0.9334131458517054,0.6718334774169752,107236,True
shock,transformer_world_model,3414,4,16,1.0284447172047662,0.755917121879835,98505,True
shock,transformer_world_model,3414,5,20,1.1412221800629878,0.8442697080039456,92864,True
shock,transformer_world_model,3414,6,24,1.2721667085955544,0.949997344831935,86285,True
shock,transformer_world_model,3414,7,28,1.4154477059889108,1.065729974421954,81446,True
shock,transformer_world_model,3414,8,32,1.5792882883942316,1.1870210417126728,77323,True
shock,transformer_world_model,3414,9,36,1.7395233664575436,1.310235384251511,69815,True
shock,transformer_world_model,3414,10,40,1.908128149922082,1.4362688369405143,64774,True
shock,transformer_world_model,3414,11,44,2.0435451706168157,1.5179090556743546,27047,True
shock,dreamer_v3_categorical_rssm,3408,1,4,0.9118994561110034,0.6151893425492746,128445,True
shock,dreamer_v3_categorical_rssm,3408,2,8,0.9468996886855208,0.647874902452082,121022,True
shock,dreamer_v3_categorical_rssm,3408,3,12,0.9965847434325116,0.6999918725207738,107236,True
shock,dreamer_v3_categorical_rssm,3408,4,16,1.0320056451345003,0.7361252498312699,98505,True
shock,dreamer_v3_categorical_rssm,3408,5,20,1.0619471379099343,0.7578030256471663,92864,True
shock,dreamer_v3_categorical_rssm,3408,6,24,1.0942654501419498,0.7909312677484037,86285,True
shock,dreamer_v3_categorical_rssm,3408,7,28,1.1135002530145717,0.8158296060901405,81446,True
shock,dreamer_v3_categorical_rssm,3408,8,32,1.1446261616706987,0.841305121991574,77323,True
shock,dreamer_v3_categorical_rssm,3408,9,36,1.1811986297890893,0.8796485223345193,69815,True
shock,dreamer_v3_categorical_rssm,3408,10,40,1.2147435426725963,0.9094582095498044,64774,True
shock,dreamer_v3_categorical_rssm,3408,11,44,1.2732894125121728,0.9584272558727688,27047,True
shock,dreamer_v3_categorical_rssm,3411,1,4,0.909880790790002,0.6136677513910651,128445,True
shock,dreamer_v3_categorical_rssm,3411,2,8,0.9452718593491468,0.645040031175136,121022,True
shock,dreamer_v3_categorical_rssm,3411,3,12,0.996240768915115,0.6977606726604989,107236,True
shock,dreamer_v3_categorical_rssm,3411,4,16,1.0345056977154603,0.7352920525457597,98505,True
shock,dreamer_v3_categorical_rssm,3411,5,20,1.0630907521811803,0.7545688715367417,92864,True
shock,dreamer_v3_categorical_rssm,3411,6,24,1.0928392714341302,0.784637837734193,86285,True
shock,dreamer_v3_categorical_rssm,3411,7,28,1.108525126212706,0.8066974279434684,81446,True
shock,dreamer_v3_categorical_rssm,3411,8,32,1.1331346296864089,0.8257554034350835,77323,True
shock,dreamer_v3_categorical_rssm,3411,9,36,1.1608549856149566,0.8556694615594636,69815,True
shock,dreamer_v3_categorical_rssm,3411,10,40,1.1842950859919448,0.876836772843561,64774,True
shock,dreamer_v3_categorical_rssm,3411,11,44,1.2309196295646443,0.9187496358174636,27047,True
shock,dreamer_v3_categorical_rssm,3414,1,4,0.9107578940175336,0.6143273250592298,128445,True
shock,dreamer_v3_categorical_rssm,3414,2,8,0.9437410069687132,0.6444226057793981,121022,True
shock,dreamer_v3_categorical_rssm,3414,3,12,0.9919310461719162,0.6959976632366682,107236,True
shock,dreamer_v3_categorical_rssm,3414,4,16,1.027662069835894,0.7319462334132718,98505,True
shock,dreamer_v3_categorical_rssm,3414,5,20,1.057581957894697,0.7534561197529248,92864,True
shock,dreamer_v3_categorical_rssm,3414,6,24,1.09218800984435,0.7873061445887698,86285,True
shock,dreamer_v3_categorical_rssm,3414,7,28,1.1143037692446984,0.8155556911890328,81446,True
shock,dreamer_v3_categorical_rssm,3414,8,32,1.1506635332811006,0.8433238935342426,77323,True
shock,dreamer_v3_categorical_rssm,3414,9,36,1.1929403281160176,0.8851276427378829,69815,True
shock,dreamer_v3_categorical_rssm,3414,10,40,1.2368962016844358,0.9233155065088268,64774,True
shock,dreamer_v3_categorical_rssm,3414,11,44,1.3186021171997502,0.9915938238710772,27047,True
shock,gaussian_transition_ensemble,3408;3411;3414,1,4,0.8154828475163608,0.5595788529428228,128445,True
shock,gaussian_transition_ensemble,3408;3411;3414,2,8,0.83458856744936,0.5819935864344398,121022,True
shock,gaussian_transition_ensemble,3408;3411;3414,3,12,0.8646424481259101,0.6192646193436393,107236,True
shock,gaussian_transition_ensemble,3408;3411;3414,4,16,0.8826114420160234,0.6400762571286366,98505,True
shock,gaussian_transition_ensemble,3408;3411;3414,5,20,0.8985026602774322,0.6522185092199676,92864,True
shock,gaussian_transition_ensemble,3408;3411;3414,6,24,0.9257022048540964,0.6766493694191913,86285,True
shock,gaussian_transition_ensemble,3408;3411;3414,7,28,0.9347811824303992,0.6900513729570105,81446,True
shock,gaussian_transition_ensemble,3408;3411;3414,8,32,0.9486994904312172,0.7002432431459397,77323,True
shock,gaussian_transition_ensemble,3408;3411;3414,9,36,0.9694464579994504,0.7217016541329567,69815,True
shock,gaussian_transition_ensemble,3408;3411;3414,10,40,0.9863708327486672,0.737524862437378,64774,True
shock,gaussian_transition_ensemble,3408;3411;3414,11,44,0.9995726666712844,0.7441836919410747,27047,True
aki,persistence_locf,3408,1,4,0.8842795785296188,0.5674072074999328,53736,True
aki,persistence_locf,3408,2,8,0.9339657173148416,0.6066066718410493,52024,True
aki,persistence_locf,3408,3,12,0.9794909685763415,0.6435176693230139,48463,True
aki,persistence_locf,3408,4,16,0.9912985533159628,0.6680176759404514,43596,True
aki,persistence_locf,3408,5,20,1.0024638415527338,0.6746443879732004,46112,True
aki,persistence_locf,3408,6,24,1.001937745158555,0.6790355750118612,45126,True
aki,persistence_locf,3408,7,28,1.0363143091520397,0.7140020745285287,38646,True
aki,persistence_locf,3408,8,32,1.0377890858967342,0.7153988793841315,37961,True
aki,persistence_locf,3408,9,36,1.056536586171816,0.73398968898813,35645,True
aki,persistence_locf,3408,10,40,1.0918232609998084,0.7544316929946434,32257,True
