task,response_regime,reward_variant,method,method_group,seed,true_return,exact_behavior_policy_value,paired_behavior_relative_return_difference,paired_standard_error,unsupported_action_mass,policy_probability_complete,rank_within_task_regime_reward_seed,paired_difference_definition
respiratory,weak,terminal_only,discrete_cql,model_free,3408,0.3442818126453971,0.3506167048761993,0.0017663712402515,0.0010511176400003,0.0,True,28.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,soft_spibb,model_free,3408,0.3431577582197824,0.3506167048761993,0.0006423168146369,0.0010658249680471,0.0,True,29.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,decision_transformer_adapter,model_free,3408,0.3405884909612346,0.3506167048761993,-0.0019269504439108,0.0010627905847565,0.0,True,31.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,empirical_behavior,control,3408,0.3409096493685531,0.3506167048761993,-0.0016057920365923,0.0010638346302355,0.0,True,30.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,random_supported,control,3408,0.3478145551259002,0.3506167048761993,0.0052991137207547,0.0012745183240677,0.0,True,27.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,minimum_supported_action,control,3408,0.332559530778273,0.3506167048761993,-0.0099559106268724,0.0012908250482799,0.0,True,34.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,maximum_supported_action,control,3408,0.3617849458442536,0.3506167048761993,0.019269504439108,0.0017889807358397,0.0,True,1.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,severity_rule,control,3408,0.3486174511441964,0.3506167048761993,0.0061020097390508,0.0012154433421176,0.0,True,26.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3505444015881072,0.3506167048761993,0.0080289601829616,0.0013555049778977,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.350383822384448,0.3506167048761993,0.0078683809793024,0.0013284882309456,0.0,True,16.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3505444015881072,0.3506167048761993,0.0080289601829616,0.0013555049778977,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.350383822384448,0.3506167048761993,0.0078683809793024,0.0013284882309456,0.0,True,16.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3505444015881072,0.3506167048761993,0.0080289601829616,0.0013555049778977,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3505444015881072,0.3506167048761993,0.0080289601829616,0.0013555049778977,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3508655599954257,0.3506167048761993,0.0083501185902801,0.0013517025032647,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3505444015881072,0.3506167048761993,0.0080289601829616,0.0013555049778977,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3507049807917664,0.3506167048761993,0.0081895393866209,0.0013631336340564,0.0,True,10.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,weak,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3502232431807887,0.3506167048761993,0.0077078017756432,0.0012188429583373,0.0,True,21.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,behavior_cloning,model_free,3408,0.332559530778273,0.3436683201078606,-0.0008028960182961,0.0018393675689244,0.0,True,32.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,discrete_bcq,model_free,3408,0.3283844714831329,0.3436683201078606,-0.0049779553134362,0.0017095797983628,0.0,True,33.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,discrete_cql,model_free,3408,0.338019223702687,0.3436683201078606,0.0046567969061177,0.0017560567427887,0.0,True,28.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,soft_spibb,model_free,3408,0.3357711148514577,0.3436683201078606,0.0024086880548885,0.0017648850931638,0.0,True,30.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,decision_transformer_adapter,model_free,3408,0.3346470604258431,0.3436683201078606,0.0012846336292738,0.0018317939088173,0.0,True,31.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,empirical_behavior,control,3408,0.3359316940551169,0.3436683201078606,0.0025692672585477,0.0018847995930817,0.0,True,29.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,random_supported,control,3408,0.352471352032018,0.3436683201078606,0.0191089252354488,0.0021525566440681,0.0,True,26.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,minimum_supported_action,control,3408,0.3081514918220695,0.3436683201078606,-0.0252109349744996,0.001987271002225,0.0,True,34.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,maximum_supported_action,control,3408,0.391652677724871,0.3436683201078606,0.0582902509283018,0.0032452751124005,0.0,True,1.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,severity_rule,control,3408,0.350383822384448,0.3436683201078606,0.0170213955878787,0.0021568306491798,0.0,True,27.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3564858321234988,0.3436683201078606,0.0231234053269296,0.0025389205175962,0.0,True,20.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3561646737161804,0.3436683201078606,0.0228022469196111,0.0025139539292185,0.0,True,23.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3564858321234988,0.3436683201078606,0.0231234053269296,0.0025389205175962,0.0,True,20.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3561646737161804,0.3436683201078606,0.0228022469196111,0.0025242101025782,0.0,True,23.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,17.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3564858321234988,0.3436683201078606,0.0231234053269296,0.0025389205175962,0.0,True,20.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3560040945125212,0.3436683201078606,0.0226416677159519,0.002511654582162,0.0,True,25.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3584127825674097,0.3436683201078606,0.0250503557708404,0.0025336680669289,0.0,True,5.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3564858321234988,0.3436683201078606,0.0231234053269296,0.0025389205175962,0.0,True,20.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3574493073454543,0.3436683201078606,0.024086880548885,0.0025518857073417,0.0,True,18.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,moderate,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3579310449564319,0.3436683201078606,0.0245686181598627,0.002401806734315,0.0,True,13.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,behavior_cloning,model_free,3408,0.338019223702687,0.3484059070566376,-0.0016057920365923,0.001471458390504,0.0,True,32.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,discrete_bcq,model_free,3408,0.3356105356477984,0.3484059070566376,-0.0040144800914808,0.0013992300255126,0.0,True,33.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,discrete_cql,model_free,3408,0.3413913869795308,0.3484059070566376,0.0017663712402515,0.0014622906577067,0.0,True,28.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,soft_spibb,model_free,3408,0.3396250157392793,0.3484059070566376,8.402566836762659e-19,0.0014555286437296,0.0,True,29.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,decision_transformer_adapter,model_free,3408,0.3391432781283016,0.3484059070566376,-0.0004817376109776,0.0014284960819684,0.0,True,31.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,empirical_behavior,control,3408,0.3396250157392793,0.3484059070566376,1.1926223897340549e-18,0.0014555286437296,0.0,True,30.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,random_supported,control,3408,0.3487780303478557,0.3484059070566376,0.0091530146085763,0.0015965106981785,0.0,True,27.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,minimum_supported_action,control,3408,0.3238882537806744,0.3484059070566376,-0.0157367619586049,0.0015521012801397,0.0,True,34.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,maximum_supported_action,control,3408,0.3701350644345337,0.3484059070566376,0.0305100486952544,0.0021891556524419,0.0,True,1.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,severity_rule,control,3408,0.3494203471624925,0.3484059070566376,0.0097953314232132,0.0016990393468642,0.0,True,26.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H1_exhaustive__support_constrained,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3535954064576326,0.3484059070566376,0.0139703907183533,0.0017914471205582,0.0,True,9.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3408,0.3531136688466549,0.3484059070566376,0.0134886531073756,0.0018342164807201,0.0,True,13.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,world_model_planner,3408,0.3526319312356772,0.3484059070566376,0.0130069154963979,0.0018480163801283,0.0,True,22.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3529530896429957,0.3484059070566376,0.0133280739037164,0.0018574944270621,0.0,True,18.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,delayed,terminal_only,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3408,0.3537559856612918,0.3484059070566376,0.0141309699220125,0.0017817451925972,0.0,True,5.0,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,behavior_cloning,model_free,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,discrete_bcq,model_free,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,discrete_cql,model_free,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,soft_spibb,model_free,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,decision_transformer_adapter,model_free,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,empirical_behavior,control,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,random_supported,control,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,minimum_supported_action,control,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,maximum_supported_action,control,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,severity_rule,control,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,grud_world_model__H1_exhaustive__support_constrained,world_model_planner,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,world_model_planner,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,grud_world_model__H4_categorical_CEM__support_constrained,world_model_planner,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
respiratory,null,primary_dense_plus_terminal,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,world_model_planner,3411,0.3212160835227417,0.349589454467382,0.0,0.0,0.0,True,17.5,policy return minus independently action-seeded behavior return under common initial states and exogenous noise
